id,Key,Russian,English,Chinese,Spanish,Brazilian portuguese,"Deutsche Sprache ",Japanese,French,Polish,Korean,Turkish,Italian,Hungary
104.0,pomnish_kogda_my_tolko_vybiraly_eto_mesto,"Помнишь, когда мы только выбирали это место, ты обещал мне что мы поиграем в прятки","Remember, when we were just choosing this place, you promised me we'd play hide-and-seek",记得选这地方时 你答应玩捉迷藏,"Recuerdas, cuando elegíamos este lugar, me prometiste jugar al escondite","Lembra, quando a gente tinha acabado de escolher esse lugar, você me prometeu que a gente ia brincar de esconder","Erinnerst du dich, als wir gerade diesen Ort ausgewählt haben, hast du mir versprochen, dass wir Verstecken spielen werden",覚えてる、私たちがこの場所を選んだばかりの時、あなたは私にかくれんぼをすると約束したわ,"Tu te souviens, quand on a juste choisi cet endroit, tu m'as promis qu'on jouerait à cache-cache","Pamiętasz, kiedy tylko wybieraliśmy to miejsce, ty obiecałeś mnie że pobawimy się w chowanego","기억나, 우리가 이 장소를 고르기만 했을 때, 너 나에게 숨바꼭질을 하자고 약속했었어","Hatırlıyor musun, bu yeri seçtiğimizde, bana saklambaç oynayacağımıza söz vermiştin","Ti ricordi, quando avevamo appena scelto questo posto, mi promettesti che avremmo giocato a nascondino","Emlékszel, amikor csak kiválasztottuk ezt a helyet, ígérted, hogy bújócskázni fogunk"
105.0,etot_les_nechto_ya_vse_eshe,"Этот лес нечто, я всё ещё наслаждаюсь им, а та река за горой просто невероятна, она же почти белесая, верно? Я никогда не видела настолько чистой воды в естественных условиях, и, знаешь...","This forest is something, I still enjoy it, and that river beyond the mountain is simply incredible, it's almost glistening, right? I have never seen such clean water in natural conditions, and, you know...",这森林真神 我仍享受 山后那条河太美 几乎泛着白光是吧？从没见过天然这么清的水 而且...,"Este bosque es algo, aún lo disfruto, y ese río tras la montaña es increíble, es casi reluciente, ¿no? Nunca vi agua tan pura en condiciones naturales, y, sabes...","Essa floresta é incrível, eu ainda tô curtindo ela, e aquele rio atrás da montanha é simplesmente inacreditável, ele é quase esbranquiçado, né? Eu nunca vi água tão pura em condições naturais, e, sabe...","Dieser Wald ist etwas, ich genieße ihn immer noch, und dieser Fluss hinter dem Berg ist einfach unglaublich, er ist fast weißlich, nicht wahr? Ich habe noch nie so sauberes Wasser in natürlicher Umgebung gesehen, und, weißt du...",この森はすごい、私はまだそれを楽しんでいる、そしてあの山の向こうの川は信じられない、ほとんど白く澄んでいるでしょう？自然の状態でこれほど清らかな水を見たことがない、そして、あなた知ってる…,"Cette forêt est quelque chose, j'en jouis toujours, et cette rivière derrière la montagne est juste incroyable, elle est presque d'un blanc laiteux, non ? Je n'ai jamais vu d'eau aussi pure en conditions naturelles, et, tu sais...","Ten las nieco, ja wciąż rozkoszuję się nim, a ta rzeka za górą po prostu niewiarygodna, onaż prawie biała, prawda? Ja nigdy nie widziałam tak czystej wody w naturalnych warunkach, i, wiesz...","이 숲은 뭔가 특별해, 나 아직도 그것을 즐기고 있어, 그리고 저 산 너머 강은 정말 놀라워, 거의 희뿌연 색이지, 그렇지? 자연 상태에서 그렇게 깨끗한 물은 본 적이 없어, 그리고, 너 알아...","Bu orman bir şey, hala keyfini çıkarıyorum, ve şu dağın arkasındaki nehir inanılmaz, neredeyse beyazımsı, değil mi? Doğal koşullarda hiç bu kadar temiz su görmemiştim, ve, biliyor musun...","Questa foresta è qualcosa, ne sto ancora godendo, e quel fiume dietro la montagna è semplicemente incredibile, è quasi biancastro, vero? Non ho mai visto acqua così pura in condizioni naturali, e, sai...","Ez az erdő valami, még mindig élvezem, és az a folyó a hegy mögött egyszerűen hihetetlen, majdnem fehér, ugye? Soha nem láttam ilyen tiszta vizet természetes körülmények között, és, tudod..."
106.0,konechno_pomnu_lubimaya,Конечно помню милая,"Of course I remember, sweetie",当然记得 亲爱的,"Claro que recuerdo, cariño","Claro que lembro, querida","Natürlich erinnere ich mich, Liebste",もちろん覚えているよ、愛しい人,Bien sûr que je m'en souviens ma chérie,Oczywiście pamiętam miła,"물론 기억하지, 자기야","Elbette hatırlıyorum, tatlım","Certo che mi ricordo, cara","Természetesen emlékszem, drága"
107.0,oh_eto_slavno,"Ох, это славно","Oh, that's lovely",啊 真好,"Oh, es encantador","Ah, que delícia","Oh, das ist herrlich",ああ、それは素敵だ,"Oh, c'est charmant","Och, to cudownie","오, 그거 좋네","Oh, bu çok güzel","Oh, è delizioso","Ó, ez csodás"
108.0,i_znaesh_mne_tut_vdrug_vzdumalos,"И, знаешь, мне тут вдруг вздумалось...","And, you know, it suddenly occurred to me...",而且 我突然想...,"Y, sabes, de pronto se me ocurrió...","E, sabe, do nada me deu na telha...","Und, weißt du, mir kam plötzlich der Gedanke...",そして、あなた知ってる、突然思い立ったの…,"Et, tu sais, il m'est soudain venu à l'idée...","I, wiesz, mnie tu nagle zachciało się...","그리고, 너 알아, 갑자기 생각났어...","Ve, biliyor musun, aklıma birden geldi...","E, sai, mi è venuto improvvisamente in mente...","És, tudod, hirtelen eszembe jutott..."
109.0,kak_dumaesh_tebe_hvatilo_by_sil_sigrat_seichas,Как думаешь тебе хватило бы сил сыграть сейчас?,Do you think you'd have the strength to play now?,现在玩得动吗？,¿Crees que tendrías fuerzas para jugar ahora?,Acha que você teria energia pra brincar agora?,"Glaubst du, du hättest die Kraft, jetzt zu spielen?",今やる気力があると思う？,Tu penses que tu aurais la force de jouer maintenant ?,Jak myślisz tobie starczyło by sił zagrać teraz?,지금 할 힘이 있을 것 같아?,Şimdi oynayacak gücün olduğunu düşünüyor musun?,Pensi che avresti la forza di giocare adesso?,"Gondolod, lenne erőd most játszani?"
110.0,rodnaya_razve_u_nas_ne_budet_dostatochno_vremeni_dlya_etogo_vpred,"Родная разве у нас не будет достаточно времени для этого впредь? Я так и не закончил тот дедлайн, он уже месяц висит надо мною клинком Дамокловым, ребята говорят если...","My darling, won't we have enough time for this in the future? I still haven't finished that deadline, it's been hanging over me like a Damoclean sword for a month, the guys say if...",亲爱的 以后还没时间吗？那deadline吊在我头上一个月了 同事说要是...,"Amor, ¿no tendremos tiempo suficiente para esto después? Aún no terminé ese deadline, pende sobre mí como espada de Damocles, los chicos dicen que si...","Querida, será que a gente não vai ter tempo suficiente pra isso no futuro? Eu ainda não terminei aquele prazo, já tá pendurado sobre mim como uma espada de Dâmocles faz um mês, os caras falam que se...","Liebste, werden wir nicht genug Zeit dafür in Zukunft haben? Ich habe diese Deadline immer noch nicht fertig, sie hängt schon seit einem Monat wie ein Damoklesschwert über mir, die Jungs sagen, wenn...",愛しい人、これからのためにそれをする時間が十分にないだろうか？あの締め切りをまだ終わらせていない、もう一ヶ月もダモクレスの剣のように私の頭上にぶら下がっている、連中が言うにはもし…,"Ma chérie, est-ce qu'on n'aura pas assez de temps pour ça à l'avenir ? Je n'ai toujours pas fini cette deadline, elle est suspendue au-dessus de moi comme une épée de Damoclès depuis un mois déjà, les gars disent que si...","Rodzona czy u nas nie będzie dość czasu dla tego na przyszłość? Ja tak i nie skończyłem tej deadliny, on już miesiąc wisi nade mną mieczem Damoklesa, chłopaki mówią jeśli...","자기야, 앞으로 이를 위한 시간이 충분하지 않겠어? 나 그 마감을 아직 못 끝냈어, 벌써 한 달째 다모클레스의 칼처럼 내 위에 매달려 있어, 녀석들이 말하길 만약...","Hayatım, bunun için gelecekte yeterli zamanımız olmayacak mı? O teslim tarihini hala bitirmedim, bir aydır Demokles'in kılıcı gibi üzerimde sallanıyor, çocuklar eğer... diyor","Cara, non avremo abbastanza tempo per questo in futuro? Non ho ancora finito quella scadenza, è già da un mese che pende su di me come una spada di Damocle, i ragazzi dicono che se...","Drága, nem lesz elég időnk erre a jövőben? Még mindig nem fejeztem be azt a határidőt, már egy hónapja lebeg felettem, mint egy damoklész kardja, a srácok azt mondják, ha..."
111.0,lguvyi_ded_ya_tak_i_znala,"ЛЖИВЫЙ СТАРИКАШКА, Я ТАК И ЗНАЛА","LYING ANCIENT FOSSIL, I KNEW IT!",老骗子 早知道！,"¡VIEJO MENTIROSO, LO SABÍA!","VELHO MENTIROSO, EU SABIA!","LÜGENALTER, ICH WUSSTE ES!",嘘つきじじい、やっぱりそうだと思った！,"VIEUX MENTEUR, JE LE SAVAIS !","KŁAMLIWY STARZEC, JA TAK I WIEDZIAŁAM","거짓말쟁이 늙은이, 난 그럴 줄 알았어!","YALANCI YAŞLI, BİLİYORDUM!","VECCHIO BUGIARDO, LO SAPEVO!","HAZUG ÖREGEMBER, TUDTAM!"
112.0,my_zdes_uge_zelyi_mesiaz,"Мы здесь уже месяц, целый месяц! А ты всё ещё занят работой больше, чем мной!","We've been here a month, a whole month! And you're still more occupied with work than with me!",都一个月了 整整一月！你工作还是比我重要！,"¡Llevamos un mes, un mes entero! ¡Y aún te ocupa más el trabajo que yo!","A gente já tá aqui há um mês, um mês inteiro! E você ainda tá mais ocupado com trabalho do que comigo!","Wir sind schon seit einem Monat hier, einen ganzen Monat! Und du bist immer noch mehr mit Arbeit beschäftigt als mit mir!",私たちはここにもう一ヶ月、まる一ヶ月もいる！なのにあなたはまだ私より仕事に夢中！,"Ça fait déjà un mois qu'on est ici, un mois entier ! Et tu es encore plus occupé par le travail que par moi !","My tutaj już miesiąc, cały miesiąc! A ty wciąż zajęty pracą więcej, niż mną!","우리 여기에 벌써 한 달, 꼬박 한 달째야! 그런데 너는 아직도 나보다 일에 더 바빠!","Burada bir aydırız, tam bir ay! Ve sen hala benden daha çok işinle meşgulsün!","Siamo qui già da un mese, un mese intero! E tu sei ancora più occupato con il lavoro che con me!","Már egy hónapja itt vagyunk, egy egész hónapja! És te még mindig jobban elfoglalt a munkával, mint velem!"
113.0,chto_mne_s_tobou_podelat_ladno_neposedka,"Что мне с тобой поделать, ладно непоседка, давай сыграем","What am I to do with you, alright, pretty fidget, let's play",拿你怎么办 好吧 小调皮 来玩吧,"Qué hacer contigo, vale, inquietina, juguemos","O que eu faço com você, ok, inquietinha, vamos brincar","Was soll ich mit dir machen, okay, Zappelphilipp, lass uns spielen",あなたに何をすればいいの、わかったわ、落ち着きのない子、遊びましょ,"Que puis-je faire de toi, d'accord petite agitée, jouons","Co mnie z tobą zrobić, dobrze niespokojna, dawaj zagramy","너에게 뭘 어떻게 해야 하지, 좋아, 안절부절못하는 아이야, 하자","Seninle ne yapacağım, tamam, yerinde duramayan, hadi oynayalım","Cosa posso fare con te, va bene, irrequieta, giochiamo","Mit tegyek veled, jó, fidget, játszunk"
114.0,ty_byl_osvedomlen_kogo_beresh_v_geni,"Ты был осведомлён кого берёшь в жены, глупышка","You knew exactly who you were marrying, you silly goose ",娶我时就知道会这样 傻鹅,"Sabías bien a quién tomabas por esposa, tontorrona","Você sabia com quem tava se casando, bobinha","Du warst dir bewusst, wen du heiratest, Dummchen",あなたは誰を妻に娶るのか知っていたはずよ、バカね,"Tu étais au courant de qui tu épousais, petite sotte","Ty byłeś świadomy kogo bierzesz w żony, głuptaszek","넌 누구랑 결혼하는지 알고 있었잖아, 바보야","Kiminle evlendiğini biliyordun, aptal","Eri consapevole di chi sposavi, sciocchina","Tudtad, kit veszel feleségül, butus"
115.0,da_priznatsia_ya_gotovilsya_imenno_k_etomy,"Да, вынужден признаться... я готовился именно к этому, моё маленькое чудо","Yea, must admit... I was preparing literally for this, my little miracle",是 必须承认...我正是为此准备 我的小奇迹,"Sí, debo admitir... me preparé para esto, mi pequeño milagro","Sim, sou obrigado a admitir... eu tava me preparando exatamente pra isso, meu pequeno milagre","Ja, ich muss zugeben... ich habe mich genau darauf vorbereitet, mein kleines Wunder",ああ、認めざるを得ない…まさにこのために準備していたんだ、私の小さな奇跡,"Oui, je suis obligé de l'admettre... je me préparais justement à ça, mon petit miracle","Tak, zmuszony przyznać... ja przygotowywałem się właśnie do tego, mój mały cudzie","그래, 인정할 수밖에 없네... 나는 바로 이를 위해 준비하고 있었어, 나의 작은 기적","Evet, itiraf etmek zorundayım... tam da bunun için hazırlanıyordum, benim küçük mucizem","Sì, sono costretto ad ammetterlo... mi stavo preparando proprio per questo, mio piccolo miracolo","Igen, kénytelen vagyok beismerni... pont erre készültem, kis csodám"
116.0,kto_pervyi_vodit,Кто первый водит?,"Who's ""it"" first?",谁先抓？,¿Quién la paga?,Quem é o primeiro?,Wer fängt an?,最初の鬼は誰？,Qui est le loup en premier ?,Kto pierwszy prowadzi?,첫 번째 술래는 누구?,Kim ebe?,Chi inizia per primo?,Ki a manó elsőnek?
,,,,,,,,,,,,,,
118.0,ona,Она,Her,她,Ella,Ela,Sie,彼女,Elle,Ona,그녀,O,Lei,Ő
119.0,reshit_na_kamen_nognyzi_bumaga,Решить на камень-ножницы-бумага,Decide with rock-paper-scissors,石头剪刀布,"A piedra, papel o tijera",Decidir no pedra-papel-tesoura,Durch Schere-Stein-Papier entscheiden,じゃんけんで決めろ,Tirer au pierre-feuille-ciseaux,Rozstrzygnąć na kamień-nożyce-papier,가위바위보로 정해,Taş-kağıt-makas ile karar ver,Decidere con carta-forbice-sasso,Döntsünk kő-papír-ollóval
120.0,bud_moya_volya_ya_izgladil_by_tebya_iz_pamiaty,Будь моя воля я изгладил бы тебя из памяти,"If it were my will, I would erase you from memory",若我能 就将你从记忆中抹去,"Si fuera mi voluntad, te borraría de la memoria","Se dependesse de mim, eu te apagaria da memória","Wäre es mein Wille, würde ich dich aus dem Gedächtnis tilgen",私の意志なら、お前を記憶から消し去っていただろう,Si c'était ma volonté je t'effacerais de la mémoire,Bądź moja wola ja wymazałbym ciebie z pamięci,"내 뜻이라면, 너를 기억에서 지워 버렸을 거야","Benim elimde olsaydı, seni hafızamdan silerdim","Se fosse per me, ti cancellerei dalla memoria","Ha rajtam múlna, kitörölnélek az emlékezetemből"
121.0,bud_moya_volya_zapretyl_sebe_lubit_tebya,Будь моя воля запретил себя любить тебя,"If it were my will, I would forbid myself to love you",若我能 就禁止自己爱你,"Si fuera mi voluntad, me prohibiría amarte","Se dependesse de mim, me proibiria de te amar","Wäre es mein Wille, würde ich mir verbieten, dich zu lieben",私の意志なら、お前を愛する自分を禁じていただろう,Si c'était ma volonté je m'interdirais de t'aimer,Bądź moja wola zabronił siebie kochać ciebie,"내 뜻이라면, 너를 사랑하는 나를 금지시켰을 거야","Benim elimde olsaydı, kendimi seni sevmekten men ederdim","Se fosse per me, mi vieterei di amarti","Ha rajtam múlna, megtiltanám magamnak, hogy szeresselek"
122.0,mne_protivny_druzia_i_rodnie_vspominaushie_tebya,"Мне противны друзья и родные, вспоминающие тебя",I am disgusted by friends and relatives who remember you,我厌恶提起你的亲友,Me disgustan amigos y familiares que te recuerdan,Tenho nojo de amigos e parentes que se lembram de você,"Mich ekeln Freunde und Verwandte, die sich an dich erinnern",お前を思い出す友人や親族がうんざりだ,Mes amis et ma famille qui se souviennent de toi me dégoûtent,"Mnie brzydzą przyjaciele i rodzeni, wspominający ciebie",너를 기억하는 친구와 친척들이 역겨워,Seni hatırlayan arkadaşlardan ve akrabalardan iğreniyorum,Mi disgustano amici e parenti che si ricordano di te,"Undorodom a barátoktól és rokonoktól, akik emlékeznek rád"
123.0,i_eshe_protivnee_ot_galosti_i_sostradania,И ещё противнее от жалости и сострадания,And even more disgusted by pity and compassion,更厌恶怜悯同情,Y más disgusto de lástima y compasión,E ainda mais nojo de pena e compaixão,Und noch ekeler sind Mitleid und Mitgefühl,そして憐れみや同情にはさらにうんざりする,Et encore plus dégoûtants sont la pitié et la compassion,I jeszcze brzdniej od litości i współczucia,그리고 동정과 연민은 더욱 역겨워,Ve acımadan ve şefkatten daha da iğrenç,E ancora più disgustosi sono la pietà e la compassione,És még undorítóbb a szánalom és az együttérzés
124.0,ot_sovetov_i_ebuchego_neunivania,От советов и ебучего неунывания,By the advice and the fucking cheerfulness,那些建议和该死的乐观,De consejos y el jodido ánimo,"Conselhos e a porra do ""animar-se""","Ratschläge und scheiß ""Kopf hoch""",アドバイスやクソったれの「元気出せ」には,"Les conseils et le putain de ""reste positif""",Od rad i jebanego nieupadania na duchu,조언과 씨발 놈의 '기운 내라'에는,"Tavsiyelerden ve siktirimin ""cesaretini kaybetme""sinden","I consigli e il fottuto ""tieni duro""","A tanácsoktól és a kibaszott ""ne csüggedj""-től"
125.0,samoe_krupnoe_zablugdenie_etoy_ebannoy_terapii,Самое крупное заблуждение этой презренной терапии,The biggest misconception of this contemptible therapy,这可笑疗法最大谬误,El mayor error de esta terapia despreciable,O maior equívoco dessa terapia desprezível,Das größte Missverständnis dieser verachtenswerten Therapie,この卑しいセラピーの最大の誤解は,La plus grande illusion de cette thérapie méprisable,Największe złudzenie tej przeklętej terapii,이 비열한 치료의 가장 큰 오해는,Bu aşağılık terapi en büyük yanılgısı,Il più grande equivoco di questa terapia spregevole,Ezen megvetendő terápia legnagyobb tévedése
126.0,zakluchaetsia_v_nepremennoi_neobhodimosti,"Заключается в непременной необходимости принимать от окружающих их чопорное, нелепое сердоболие ","Lies in the imperative necessity to accept from others their prim, absurd compassion",在于必须接受他人刻板荒谬的同情,"Yace en necesitar aceptar de otros su compasión rígida, absurda","Tá na necessidade imperiosa de aceitar dos outros a compaixão deles, careta, ridícula","Besteht in der zwingenden Notwendigkeit, von anderen ihre steife, lächerliche Herzenseinfalt zu akzeptieren",取り巻く連中の気取った、不様な哀れみを受け入れる必須の必要性にある,"Réside dans l'obligation impérieuse d'accepter des autres leur compassion guindée, absurde","Zawiera się w nieuniknionej konieczności przyjmowania od otaczających ich staroświeckiego, niezdarnego współczucia","주변 사람들의 딱딱하고, 어색한 동정을 받아들이는 필수적인 필요성에 있어","Çevremizdekilerin onların katı, saçma merhametini kabul etmenin zorunlu gerekliliğinde yatıyor","Risiede nell'imperiosa necessità di accettare dagli altri la loro compassione rigida, assurda","Abban rejlik, hogy kötelező elfogadni a körülöttünk lévők merev, nevetséges szívességét"
127.0,i_prakticheski_pismennoe_posobie_instrukzia,"И практически письменное пособие, инструкция, как ""страдающему"" пристало принимать помощь ""сострадающего""","And practically a written manual, an instruction, on how the one in ""suffering"" is supposed to accept the solace of the ""sufferer"" ","和书面指南 教""受苦者""该如何接受""同情者""帮助","Y prácticamente un manual, instrucción, de cómo el ""sufriente"" debe aceptar ayuda del ""compasivo""","E praticamente um manual escrito, uma instrução, de como o ""sofredor"" deve aceitar a ajuda do ""compassivo""","Und praktisch eine schriftliche Anleitung, eine Gebrauchsanweisung, wie der ""Leidende"" die Hilfe des ""Mitleidenden"" annehmen soll",そして実質的に書かれた手引き、指示書だ、「苦しむ者」が「同情する者」の助けをどう受け入れるべきかという,"Et pratiquement un manuel écrit, une instruction, sur la manière dont le ""souffrant"" est censé accepter l'aide du ""compatissant""","I niemal pisemne pomoce, instrukcja, jak ""cierpiącemu"" przystoi przyjmować pomoc ""współczującego""","그리고 실질적으로 써진 지침서, 설명서야, ""고통받는 자""가 ""동정하는 자""의 도움을 어떻게 받아들여야 하는지에 대한","Ve pratikte yazılı bir kılavuz, talimat, ""acı çeken""in ""şefkat gösteren""in yardımını nasıl kabul etmesi gerektiği","E praticamente un manuale scritto, un'istruzione, su come il ""sofferente"" dovrebbe accettare l'aiuto del ""compassionevole""","És gyakorlatilag egy írott kézikönyv, útmutatás, hogyan kell a ""szenvedőnek"" elfogadnia az ""együttérző"" segítségét"
128.0,kak_smeu_ya_voproshaet,"Как смею я, вопрошает сраный выпускник модного, прогрессивного гуманитарного вуза   ","How dare I, asks some fucking graduate of a trendy, progressive humanities university",我怎敢 某时尚人文学院毕业生质问,"Cómo me atrevo, pregunta un jodido graduado de universidad humanista trendy, progresiva","Como eu ouso, pergunta a porra do formando de uma universidade de humanidades moderna, progressista","Wie wage ich es, fragt der scheiß Absolvent einer modischen, progressiven geisteswissenschaftlichen Uni",どうして私が、とったれの流行の進歩的な人文科学大学の卒業生は問う,"Comment osé-je, demande le putain de diplômé d'une université humanitaire à la mode, progressive","Jak śmiem, pyta jebany absolwent modnego, postępowego humanistycznego uniwerku","어떻게 내가, 씨발 놈의 유행하는 진보적인 인문 대학 졸업생은 묻지","Nasıl cüret ederim, diye soruyor moda, ilerici bir beşeri bilimler üniversitesinin lanet mezunu","Come oso io, chiede il fottuto laureato di un'università umanitaria alla moda, progressista","Hogy merészelek én, kérdezi egy divatos, progresszív humán egyetem kibaszott diplomása"
129.0,ne_izlechivatsia_ot_otkrovennix_dusheizlivanii,Не излечиваться от откровенных душеизливаний,To remain unhealed by heartfelt outpourings ,不被真诚倾诉治愈,No sanar por efusiones sinceras del alma,Não sarar de desabafos sinceros,Nicht von offenherzigen Seelenergüssen geheilt zu werden,率直な心の内を吐露することから癒されないことを,Ne pas guérir des épanchements de cœur francs,Nie wyleczać się od szczerych wylewów duszy,솔직한 마음 털어놓음으로부터 낫지 않는 것을,Samimi yürek döküşlerinden iyileşmemek,Non guarire da sfoghi sinceri,Nem meggyógyulni őszinte szívkitörésektől
130.0,kak_smeet_mne_ne_pomogat_pozitivnyi_nastroi,"Как смеет мне не помогать позитивный настрой людей вокруг, долгое, почти пятилетнее, терпение моих ""гиперфиксаций"" ","How dare the positive attitude of people around not help me, the years-long, almost five-year, patience with my ""hyperfixations""","周围人的积极态度 长达五年容忍我的""沉迷"" 怎能不帮我","Cómo se atreve no ayudarme la actitud positiva de la gente, la larga, casi quintaañal, paciencia con mis ""hiperfijaciones""","Como ousa não me ajudar o positivismo das pessoas ao redor, a longa, quase de cinco anos, paciência com minhas ""hiperfixações""","Wie kann es mir nicht helfen, die positive Einstellung der Leute um mich herum, die lange, fast fünfjährige, Geduld mit meinen ""Hyperfixationen""",どうして私の周りの人々の前向きな態度が、長い、ほぼ五年に及ぶ、私の「ハイパーフィクセーション」への忍耐が、私を助けないことを,"Comment ose ne pas m'aider l'attitude positive des gens autour, la longue, presque quinquennale, patience envers mes ""hyperfixations""","Jak śmie mnie nie pomagać pozytywne nastawienie ludzi wokół, długie, prawie pięcioletnie, znoszenie moich ""hiperfiksacji""","어떻게 내 주변 사람들의 긍정적인 태도가, 길고, 거의 5년에 가까운, 나의 ""하이퍼픽세이션""에 대한 인내가, 나를 도와주지 않는 것을","Nasıl cüret eder de çevremdeki insanların olumlu tutumu, uzun, neredeyse beş yıllık, benim ""hiperfiksasyonlarım""a sabrı bana yardım etmez","Come osa non aiutarmi l'atteggiamento positivo delle persone intorno, la lunga, quasi cinquantennale, pazienza con le mie ""iperfissazioni""","Hogy merészel nekem nem segíteni a körülöttem lévők pozitív hozzáállása, a hosszú, majdnem ötéves türelmem a ""hiperfixációimmal"" szemben"
131.0,ya_dolgen_dage_obyazan,"Я должен, даже обязан, быть благодарен каждому доброму слову, каждому пожеланию скорейшего забытья, каждой пророненной крокодильей слезе","I must, am even obliged, to be grateful for every kind word, every wish for swift oblivion, every crocodile tear shed",我必须 甚至有义务 感谢每句好话 每个早日遗忘的祝愿 每滴鳄鱼眼泪,"Debo, hasta debo, agradecer cada palabra amable, cada deseo de pronto olvido, cada lágrima de cocodrilo","Eu devo, até obrigado, ser grato por cada palavra gentil, cada desejo de um rápido esquecimento, cada lágrima de crocodilo derramada","Ich muss, ich bin sogar verpflichtet, für jedes freundliche Wort dankbar zu sein, für jeden Wunsch nach schnellem Vergessen, für jede vergossene Krokodilsträne",私は、義務さえも、親切な言葉一つ一つ、早い忘却の願い一つ一つ、流される鰐の涙一つ一つに感謝しなければならない,"Je dois, je suis même obligé, être reconnaissant pour chaque mot gentil, chaque souhait d'un oubli rapide, chaque larme de crocodile versée","Ja powinienem, nawet obowiązany, być wdzięczny każdemu dobremu słowu, każdemu życzeniu szybkiego zapomnienia, każdej uronionej krokodylej łzie","나는, 심지어 의무까지, 각각의 친절한 말, 빠른 망각의 바람, 흘러내리는 악어의 눈물 하나하나에 감사해야 해","Ben, hatta zorunluyum, her kibar söz için, her çabuk unutma dileği için, her dökülen timsah gözyaşı için minnettar olmalıyım","Devo, sono persino obbligato, essere grato per ogni parola gentile, ogni augurio di un rapido oblio, ogni lacrima di coccodrillo versata","Kötelező, sőt kötelességem hálásnak lenni minden kedves szóért, minden korai felejtés kívánságáért, minden egyes hullatott krokodilkönnyért"
132.0,v_konze_konzov_eto_ge_tak_egoistichno,"В конце концов, это же так эгоистично с моей стороны ","After all, is pure selfishness from me ",毕竟 我太自私,"Al fin, es tan egoísta de mi parte","No final das contas, é tão egoísta da minha parte",Schließlich ist das so egoistisch von meiner Seite,結局のところ、それは私の側ではあまりに自己中心的だ,"Après tout, c'est si égoïste de ma part","W końcu, toż tak egoistyczne z mojej strony","결국, 그것은 내 편에서는 너무 이기적이야","Sonuçta, bu benim açımdan çok bencilce","Dopo tutto, è così egoista da parte mia","Végül is, ez annyira önző tőlem"
133.0,ved_my_proyavili_blagosklonnost,Ведь мы проявили благосклонность,For we showed benevolence,因为我们展现了仁慈,Pues mostramos benevolencia,Pois a gente mostrou benevolência,Denn wir haben Wohlwollen gezeigt,なぜなら私たちは好意を示した,Car nous avons montré de la bienveillance,Przecież okazaliśmy życzliwość,왜냐하면 우리는 호의를 보였어,Çünkü biz iyilik gösterdik,Perché abbiamo mostrato benevolenza,Hiszen jóindulatot mutattunk
134.0,ved_proshlo_stolko_let,Ведь прошло столько лет,For so many years have passed,因为这么多年了,Pues pasaron tantos años,Pois passaram tantos anos,Denn so viele Jahre sind vergangen,なぜなら何年も経った,Car tant d'années ont passé,Przecież przeszło tyle lat,왜냐하면 몇 년이 지났어,Çünkü o kadar yıl geçti,Perché sono passati tanti anni,Hiszen annyi év telt el
135.0,tak_slovno_by_moi_otkaz,"Так, словно бы мой отказ отпустить тебя ",As if my refusal to let you go,仿佛我不愿放手,Como si mi rehusar soltarte,Como se minha recusa em te soltar,"Als ob meine Weigerung, dich loszulassen",そう、まるであなたを手放す私の拒絶が,Comme si mon refus de te laisser partir,"Tak, jakby mój odmowa wypuszczenia ciebie","그래, 마치 너를 놓아주지 않는 내 거부가",Sanki seni bırakmayı reddedişim,Come se il mio rifiuto di lasciarti andare,"Mintha a visszautasításom, hogy elengedjelek"
136.0,eto_prihot,Это прихоть ,Is a whim,只是任性,Es capricho,Fosse um capricho,Eine Laune wäre,気まぐれだ,Était un caprice,To zachcianka,변덕인 것처럼,Bir kapris,Fosse un capriccio,Egy szeszély volna
137.0,upertost_i_rebyachestvo,Упёртость и ребячество ,Obduracy and puerility,固执幼稚,Terquedad y puerilidad,Teimosia e infantilidade,Starrsinn und Kinderei,頑固さと子供じみている,De l'entêtement et de l'enfantillage,Upartość i dziecinność,고집스러움과 유치함인 것처럼,İnatçılık ve çocukluk,Testardaggine e infantilità,Makacsság és gyerekeskedés
138.0,igra_dlinnou_v_piat_let,Игра длинною в пять лет,A game lasting five years,五年长度的游戏,Juego de cinco años,Um jogo de cinco anos de duração,Ein fünf Jahre langes Spiel,五年に渡るゲームだ,Un jeu long de cinq ans,Gra długości pięć lat,5년에 걸친 게임인 것처럼,Beş yıl süren bir oyun,Un gioco lungo cinque anni,Egy öt évig tartó játék
139.0,i_nakonez_samoe_givotrepeshushee,"И, наконец, самое животрепещущее","And, finally, the most poignant question ",最后 最刺痛的问题是,"Y, al fin, la cuestión más punzante","E, finalmente, a questão mais premente",Und schließlich das Brennendste,そして、最後に、最も痛切なこと,"Et, enfin, la question la plus brûlante","I, wreszcie, najbardziej palące","그리고, 마지막으로, 가장 가슴 아픈 것","Ve, nihayet, en yakıcı olanı","E, infine, la questione più scottante","És, végül, a legégetőbb"
